narration_id,video_id,start_timestamp,stop_timestamp,narration,verb,verb_class,noun,noun_class
P01_84_4,P01_84,00:01:18.70,00:01:19.50,stir vegetable,stir,3,vegetable,19
P01_84_5,P01_84,00:01:22.10,00:01:27.60,stir vegetable,stir,3,vegetable,19
P01_84_6,P01_84,00:02:10.10,00:02:13.70,stir vegetable,stir,3,vegetable,19
P01_84_7,P01_84,00:02:18.80,00:02:21.90,pour oil,pour,5,oil,9
P01_84_8,P01_84,00:02:29.80,00:02:39.40,stir vegetable,stir,3,vegetable,19
P01_84_9,P01_84,00:02:58.10,00:03:03.20,add spice,add,2,spice,4
P01_84_10,P01_84,00:04:40.00,00:04:47.50,stir vegetable,stir,3,vegetable,19
P01_84_11,P01_84,00:06:00.00,00:06:02.30,stir vegetable,stir,3,vegetable,19
P01_84_12,P01_84,00:09:38.30,00:09:43.20,stir vegetable,stir,3,vegetable,19
P01_84_13,P01_84,00:09:43.90,00:09:49.50,stir vegetable,stir,3,vegetable,19
P01_84_14,P01_84,00:09:52.200,00:09:52.680,move pan,move,7,pan,10
P01_84_15,P01_84,00:09:53.920,00:09:54.240,move pot,move,7,pot,0
P01_84_16,P01_84,00:09:55.60,00:09:58.50,stir rice,stir,3,rice,5
P01_84_17,P01_84,00:13:46.70,00:13:52.10,stir vegetable,stir,3,vegetable,19
P01_84_18,P01_84,00:13:58.10,00:14:03.50,stir rice,stir,3,rice,5
P01_85_0,P01_85,00:00:18.50,00:00:38.20,cut garlic,cut,14,garlic,14
P01_85_1,P01_85,00:00:10.20,00:00:11.30,pour oil,pour,5,oil,9
P01_85_2,P01_85,00:00:18.50,00:00:38.20,add garlic,add,2,garlic,14
P01_85_3,P01_85,00:00:39.10,00:00:58.30,add onion,add,2,onion,6
P01_85_4,P01_85,00:00:59.50,00:01:36.20,add onion,add,2,onion,6
P01_85_5,P01_85,00:02:11.20,00:02:11.90,add chicken,add,2,chicken,33
P01_85_6,P01_85,00:02:13.60,00:02:14.90,add chicken,add,2,chicken,33
P01_85_7,P01_85,00:02:15.90,00:02:16.50,add chicken,add,2,chicken,33
P01_85_8,P01_85,00:02:17.90,00:02:18.90,add chicken,add,2,chicken,33
P01_85_9,P01_85,00:02:22.10,00:02:23.20,add chicken,add,2,chicken,33
P01_85_10,P01_85,00:02:33.60,00:02:34.50,add chicken,add,2,chicken,33
P01_85_11,P01_85,00:02:37.00,00:02:37.60,add chicken,add,2,chicken,33
P01_85_12,P01_85,00:02:45.30,00:02:47.50,add salt,add,2,salt,13
P01_85_13,P01_85,00:02:49.10,00:02:51.40,add salt,add,2,salt,13
P01_85_14,P01_85,00:03:01.20,00:03:03.30,shake chicken,shake,8,chicken,33
P01_85_15,P01_85,00:03:06.10,00:03:31.30,stir chicken,stir,3,chicken,33
P01_85_16,P01_85,00:03:28.40,00:03:31.10,shake chicken,shake,8,chicken,33
P01_85_17,P01_85,00:03:49.90,00:03:52.10,pour oil,pour,5,oil,9
P01_85_18,P01_85,00:03:58.70,00:04:15.70,add onion,add,2,onion,6
P01_85_19,P01_85,00:04:19.20,00:04:35.80,stir chicken,stir,3,chicken,33
P01_85_20,P01_85,00:04:49.60,00:05:13.10,stir chicken,stir,3,chicken,33
P01_85_21,P01_85,00:05:14.40,00:05:25.00,add onion,add,2,onion,6
P01_85_22,P01_85,00:05:29.640,00:05:32.680,stir onion,stir,3,onion,6
P01_85_23,P01_85,00:05:31.50,00:05:32.90,shake onion,shake,8,onion,6
P01_85_24,P01_85,00:05:33.60,00:06:10.30,stir chicken,stir,3,chicken,33
P01_85_25,P01_85,00:06:01.20,00:06:04.00,shake chicken,shake,8,chicken,33
P01_85_26,P01_85,00:07:09.040,00:07:09.960,add lentil,add,2,lentil,31
P01_85_27,P01_85,00:07:16.320,00:07:22.720,stir lentil,stir,3,lentil,31
P01_85_28,P01_85,00:07:23.20,00:07:23.70,cover pot,cover,1,pot,0
P01_85_29,P01_85,00:07:24.20,00:07:27.50,stir chicken,stir,3,chicken,33
P01_85_30,P01_85,00:07:29.30,00:07:34.40,stir chicken,stir,3,chicken,33
P01_85_31,P01_85,00:07:30.20,00:07:31.00,shake chicken,shake,8,chicken,33
P01_85_32,P01_85,00:07:33.00,00:07:33.90,shake chicken,shake,8,chicken,33
P01_85_33,P01_85,00:07:36.000,00:07:37.560,pour broth,pour,5,broth,35
P01_85_34,P01_85,00:07:38.20,00:07:38.90,uncover pot,uncover,0,pot,0
P01_85_35,P01_85,00:07:38.880,00:07:43.600,pour broth,pour,5,broth,35
P01_85_36,P01_85,00:07:43.30,00:07:44.50,cover pot,cover,1,pot,0
P01_85_37,P01_85,00:07:59.60,00:08:07.20,stir chicken,stir,3,chicken,33
P01_85_38,P01_85,00:08:07.80,00:08:08.90,uncover pot,uncover,0,pot,0
P01_85_39,P01_85,00:08:08.880,00:08:11.720,stir lentil,stir,3,lentil,31
P01_85_40,P01_85,00:08:12.80,00:08:14.00,cover pot,cover,1,pot,0
P01_85_41,P01_85,00:08:15.00,00:08:16.10,uncover pot,uncover,0,pot,0
P01_85_42,P01_85,00:08:15.90,00:08:17.20,add salt,add,2,salt,13
P01_85_43,P01_85,00:08:20.00,00:08:21.10,cover pot,cover,1,pot,0
P01_85_44,P01_85,00:08:26.60,00:08:31.00,stir chicken,stir,3,chicken,33
P01_85_45,P01_85,00:08:47.70,00:08:52.50,add spice,add,2,spice,4
P01_85_46,P01_85,00:09:18.80,00:09:19.80,cover pot,cover,1,pot,0
P01_85_47,P01_85,00:11:05.040,00:11:05.400,uncover pot,uncover,0,pot,0
P01_85_48,P01_85,00:11:09.00,00:11:31.40,add onion,add,2,onion,6
P01_85_49,P01_85,00:11:09.00,00:11:30.90,cut onion,cut,14,onion,6
P01_85_50,P01_85,00:11:47.90,00:11:48.90,cover pot,cover,1,pot,0
P01_85_51,P01_85,00:11:51.70,00:11:52.70,uncover pot,uncover,0,pot,0
P01_85_52,P01_85,00:11:52.50,00:11:53.50,shake chicken,shake,8,chicken,33
P01_85_53,P01_85,00:11:55.40,00:11:56.40,stir chicken,stir,3,chicken,33
P01_85_54,P01_85,00:11:58.50,00:12:08.40,stir chicken,stir,3,chicken,33
P01_85_55,P01_85,00:12:10.10,00:12:11.00,cover pot,cover,1,pot,0
P01_85_56,P01_85,00:12:18.40,00:12:19.10,uncover pot,uncover,0,pot,0
P01_85_57,P01_85,00:12:20.40,00:12:21.60,cover pot,cover,1,pot,0
P01_85_58,P01_85,00:13:35.80,00:13:36.30,uncover pot,uncover,0,pot,0
P01_85_59,P01_85,00:13:36.30,00:13:37.20,cover pot,cover,1,pot,0
P01_85_60,P01_85,00:17:56.90,00:17:57.80,uncover pot,uncover,0,pot,0
P01_85_61,P01_85,00:17:57.70,00:17:59.00,shake chicken,shake,8,chicken,33
P01_85_62,P01_85,00:17:58.90,00:18:00.20,cover pot,cover,1,pot,0
P01_85_63,P01_85,00:18:00.30,00:18:01.30,uncover pot,uncover,0,pot,0
P01_85_64,P01_85,00:18:01.10,00:18:01.80,cover pot,cover,1,pot,0
P01_85_65,P01_85,00:21:49.60,00:21:51.20,uncover pot,uncover,0,pot,0
P01_85_66,P01_85,00:21:51.20,00:22:02.30,stir chicken,stir,3,chicken,33
P01_85_67,P01_85,00:22:02.10,00:22:03.20,cover pot,cover,1,pot,0
P01_85_68,P01_85,00:22:03.40,00:22:04.40,uncover pot,uncover,0,pot,0
P01_85_69,P01_85,00:22:04.160,00:22:05.440,stir lentil,stir,3,lentil,31
P01_85_70,P01_85,00:22:06.00,00:22:07.40,cover pot,cover,1,pot,0
P01_85_71,P01_85,00:22:44.40,00:22:46.70,move pot,move,7,pot,0
P01_85_72,P01_85,00:22:50.120,00:22:51.600,put pan,put,6,pan,10
P01_85_73,P01_85,00:23:02.50,00:23:04.90,pour oil,pour,5,oil,9
P01_85_74,P01_85,00:23:08.30,00:23:09.90,spread oil,spread,10,oil,9
P01_85_75,P01_85,00:23:09.90,00:23:11.10,uncover pot,uncover,0,pot,0
P01_85_76,P01_85,00:23:10.80,00:23:12.40,transfer oil,transfer,7,oil,9
P01_85_77,P01_85,00:23:12.50,00:23:13.70,cover pot,cover,1,pot,0
P01_85_78,P01_85,00:23:13.320,00:23:14.760,put pan,put,6,pan,10
P01_85_79,P01_85,00:23:16.720,00:23:16.880,add sausage,add,2,sausage,32
P01_85_80,P01_85,00:23:18.040,00:23:18.160,add sausage,add,2,sausage,32
P01_85_81,P01_85,00:23:20.480,00:23:21.120,add sausage,add,2,sausage,32
P01_85_82,P01_85,00:23:23.520,00:23:24.320,add sausage,add,2,sausage,32
P01_85_83,P01_85,00:23:26.560,00:23:27.680,add sausage,add,2,sausage,32
P01_85_84,P01_85,00:23:27.920,00:23:29.800,move sausage,move,7,sausage,32
P01_85_85,P01_85,00:24:22.920,00:24:23.720,move pan,move,7,pan,10
P01_85_86,P01_85,00:24:24.320,00:25:10.680,move sausage,move,7,sausage,32
P01_85_87,P01_85,00:25:11.520,00:25:12.680,move pan,move,7,pan,10
P01_85_88,P01_85,00:25:52.440,00:25:52.880,move pan,move,7,pan,10
P01_85_89,P01_85,00:25:53.400,00:26:22.040,move sausage,move,7,sausage,32
P01_85_90,P01_85,00:26:22.360,00:26:23.400,move pan,move,7,pan,10
P01_85_91,P01_85,00:27:36.520,00:28:20.720,move sausage,move,7,sausage,32
P01_85_92,P01_85,00:28:21.000,00:28:21.560,move pan,move,7,pan,10
P01_85_93,P01_85,00:29:19.920,00:29:26.360,move sausage,move,7,sausage,32
P01_85_94,P01_85,00:29:26.400,00:29:26.720,remove sausage,remove,4,sausage,32
P01_85_95,P01_85,00:30:22.560,00:31:01.720,move sausage,move,7,sausage,32
P01_85_96,P01_85,00:31:05.000,00:31:05.720,remove sausage,remove,4,sausage,32
P01_85_97,P01_85,00:31:07.120,00:31:07.640,remove sausage,remove,4,sausage,32
P01_85_98,P01_85,00:31:08.480,00:31:09.480,remove sausage,remove,4,sausage,32
P01_85_99,P01_85,00:31:10.360,00:31:11.080,remove sausage,remove,4,sausage,32
P01_85_100,P01_85,00:31:11.840,00:31:13.600,remove sausage,remove,4,sausage,32
P01_85_101,P01_85,00:31:14.680,00:31:15.840,remove sausage,remove,4,sausage,32
P01_85_102,P01_85,00:31:16.480,00:31:17.080,remove sausage,remove,4,sausage,32
P01_85_103,P01_85,00:31:21.760,00:31:22.680,put plate,put,6,plate,37
P01_85_104,P01_85,00:31:22.840,00:31:24.840,remove sausage,remove,4,sausage,32
P01_85_105,P01_85,00:31:26.360,00:31:27.040,remove sausage,remove,4,sausage,32
P01_85_106,P01_85,00:31:28.160,00:31:28.960,remove sausage,remove,4,sausage,32
P01_85_107,P01_85,00:31:30.480,00:31:31.160,remove sausage,remove,4,sausage,32
P01_85_108,P01_85,00:31:34.160,00:31:35.440,remove sausage,remove,4,sausage,32
P01_85_109,P01_85,00:31:44.680,00:31:45.560,remove sausage,remove,4,sausage,32
P01_85_110,P01_85,00:31:46.640,00:31:47.360,remove sausage,remove,4,sausage,32
P01_85_111,P01_85,00:31:49.960,00:31:52.360,remove sausage,remove,4,sausage,32
P01_85_112,P01_85,00:31:53.960,00:31:56.200,remove sausage,remove,4,sausage,32
P01_85_113,P01_85,00:31:58.960,00:32:00.880,remove sausage,remove,4,sausage,32
P01_85_114,P01_85,00:32:02.760,00:32:03.800,remove sausage,remove,4,sausage,32
P01_85_115,P01_85,00:32:08.400,00:32:09.360,remove sausage,remove,4,sausage,32
P01_85_116,P01_85,00:32:11.040,00:32:11.840,remove sausage,remove,4,sausage,32
P01_85_117,P01_85,00:32:14.200,00:32:15.120,remove sausage,remove,4,sausage,32
P01_85_118,P01_85,00:32:16.520,00:32:17.360,remove sausage,remove,4,sausage,32
P01_85_119,P01_85,00:32:22.800,00:32:23.600,remove sausage,remove,4,sausage,32
P01_85_120,P01_85,00:32:26.600,00:32:27.600,remove sausage,remove,4,sausage,32
P01_85_121,P01_85,00:32:29.760,00:32:30.840,remove sausage,remove,4,sausage,32
P01_85_122,P01_85,00:32:35.120,00:32:35.640,remove plate,remove,4,plate,37
P01_85_123,P01_85,00:28:23.60,00:28:24.50,uncover pot,uncover,0,pot,0
P01_85_124,P01_85,00:28:24.50,00:28:26.80,stir chicken,stir,3,chicken,33
P01_85_125,P01_85,00:28:44.30,00:28:57.50,stir chicken,stir,3,chicken,33
P01_85_126,P01_85,00:29:12.10,00:29:13.40,cover pot,cover,1,pot,0
P01_85_127,P01_85,00:39:20.30,00:39:20.90,uncover pot,uncover,0,pot,0
P01_85_128,P01_85,00:39:20.90,00:39:21.60,cover pot,cover,1,pot,0
P01_85_129,P01_85,00:39:22.70,00:39:23.40,uncover pot,uncover,0,pot,0
P01_85_130,P01_85,00:39:23.40,00:39:33.10,stir chicken,stir,3,chicken,33
P01_85_131,P01_85,00:39:33.10,00:39:34.40,cover pot,cover,1,pot,0
P01_85_132,P01_85,00:48:14.60,00:48:15.60,uncover pot,uncover,0,pot,0
P01_85_133,P01_85,00:48:16.90,00:48:18.20,uncover pot,uncover,0,pot,0
P01_85_134,P01_85,00:48:20.50,00:48:30.30,stir chicken,stir,3,chicken,33
P01_85_135,P01_85,00:48:31.00,00:48:32.10,cover pot,cover,1,pot,0
P01_85_136,P01_85,00:58:06.760,00:58:07.040,uncover pot,uncover,0,pot,0
P01_85_137,P01_85,00:58:07.440,00:58:08.120,stir lentil,stir,3,lentil,31
P01_85_138,P01_85,00:58:08.200,00:58:08.720,cover pot,cover,1,pot,0
P01_85_139,P01_85,00:58:10.200,00:58:10.720,cover pot,cover,1,pot,0
P01_85_140,P01_85,00:58:21.400,00:58:21.760,uncover pot,uncover,0,pot,0
P01_85_141,P01_85,00:58:22.560,00:58:37.360,stir chicken,stir,3,chicken,33
P01_85_142,P01_85,00:58:39.400,00:58:44.120,stir chicken,stir,3,chicken,33
P01_85_143,P01_85,00:58:46.600,00:58:47.360,cover pot,cover,1,pot,0
P01_86_0,P01_86,00:00:00.30,00:00:01.80,pour oil,pour,5,oil,9
P01_86_1,P01_86,00:00:16.20,00:00:38.20,cut onion,cut,14,onion,6
P01_86_2,P01_86,00:00:16.90,00:00:40.40,add onion,add,2,onion,6
P01_86_3,P01_86,00:00:45.10,00:01:06.10,cut onion,cut,14,onion,6
P01_86_4,P01_86,00:00:45.60,00:01:06.50,add onion,add,2,onion,6
P01_86_5,P01_86,00:01:30.20,00:01:32.40,stir onion,stir,3,onion,6
P01_86_6,P01_86,00:01:31.20,00:01:31.60,uncover pot,uncover,0,pot,0
P01_86_7,P01_86,00:01:31.60,00:01:32.20,cover pot,cover,1,pot,0
P01_86_8,P01_86,00:01:32.200,00:01:34.440,shake pot,shake,8,pot,0
P01_86_9,P01_86,00:01:37.60,00:01:40.10,stir onion,stir,3,onion,6
P01_86_10,P01_86,00:02:00.00,00:02:01.00,uncover pot,uncover,0,pot,0
P01_86_11,P01_86,00:02:00.90,00:02:06.10,stir food,stir,3,food,7
P01_86_12,P01_86,00:02:09.40,00:02:10.80,cover pot,cover,1,pot,0
P01_86_13,P01_86,00:03:21.40,00:03:28.80,stir onion,stir,3,onion,6
P01_86_14,P01_86,00:03:34.20,00:03:38.90,stir onion,stir,3,onion,6
P01_86_15,P01_86,00:04:03.90,00:04:09.40,stir onion,stir,3,onion,6
P01_86_16,P01_86,00:04:40.30,00:04:45.90,stir onion,stir,3,onion,6
P01_86_17,P01_86,00:05:54.90,00:05:55.40,uncover pot,uncover,0,pot,0
P01_86_18,P01_86,00:05:55.40,00:05:56.00,cover pot,cover,1,pot,0
P01_86_19,P01_86,00:05:55.880,00:05:56.520,shake pot,shake,8,pot,0
P01_86_20,P01_86,00:05:58.400,00:06:00.480,shake pot,shake,8,pot,0
P01_86_21,P01_86,00:06:00.50,00:06:00.90,uncover pot,uncover,0,pot,0
P01_86_22,P01_86,00:06:03.00,00:06:03.30,cover pot,cover,1,pot,0
P01_86_23,P01_86,00:06:00.90,00:06:01.60,cover pot,cover,1,pot,0
P01_86_24,P01_86,00:06:02.50,00:06:02.90,uncover pot,uncover,0,pot,0
P01_86_25,P01_86,00:06:03.70,00:06:04.30,uncover pot,uncover,0,pot,0
P01_86_26,P01_86,00:06:04.30,00:06:05.00,cover pot,cover,1,pot,0
P01_86_27,P01_86,00:06:14.00,00:06:21.80,stir onion,stir,3,onion,6
P01_86_28,P01_86,00:06:54.40,00:06:54.90,uncover pot,uncover,0,pot,0
P01_86_29,P01_86,00:06:54.90,00:06:55.70,cover pot,cover,1,pot,0
P01_86_30,P01_86,00:07:33.840,00:08:24.560,cut food,cut,14,food,7
P01_86_31,P01_86,00:07:33.840,00:08:24.560,add food,add,2,food,7
P01_86_32,P01_86,00:08:59.00,00:09:01.20,add spice,add,2,spice,4
P01_86_33,P01_86,00:09:05.10,00:09:07.90,add spice,add,2,spice,4
P01_86_34,P01_86,00:09:18.30,00:09:20.40,pour oil,pour,5,oil,9
P01_86_35,P01_86,00:10:06.60,00:10:09.50,stir onion,stir,3,onion,6
P01_86_36,P01_86,00:10:43.20,00:10:45.40,stir onion,stir,3,onion,6
P01_86_37,P01_86,00:11:00.60,00:11:03.00,stir onion,stir,3,onion,6
P01_86_38,P01_86,00:11:04.40,00:11:04.70,stir onion,stir,3,onion,6
P01_86_39,P01_86,00:11:07.10,00:11:15.00,stir onion,stir,3,onion,6
P01_86_40,P01_86,00:11:39.30,00:11:41.70,stir onion,stir,3,onion,6
P01_86_41,P01_86,00:11:49.680,00:11:52.800,add fish,add,2,fish,39
P01_86_42,P01_86,00:12:03.200,00:12:07.000,add fish,add,2,fish,39
P01_86_43,P01_86,00:12:20.30,00:12:24.50,stir fish,stir,3,fish,39
P01_86_44,P01_86,00:12:25.60,00:12:31.40,stir fish,stir,3,fish,39
P01_86_45,P01_86,00:12:34.60,00:12:41.80,stir fish,stir,3,fish,39
P01_86_46,P01_86,00:13:01.30,00:13:06.00,stir fish,stir,3,fish,39
P01_86_47,P01_86,00:13:38.40,00:13:43.30,stir fish,stir,3,fish,39
P01_86_48,P01_86,00:14:18.20,00:14:19.50,stir fish,stir,3,fish,39
P01_87_0,P01_87,00:00:05.50,00:00:19.60,cut garlic,cut,14,garlic,14
P01_87_1,P01_87,00:00:05.50,00:00:20.00,add garlic,add,2,garlic,14
P01_87_2,P01_87,00:00:22.00,00:00:23.50,add onion,add,2,onion,6
P01_87_3,P01_87,00:00:26.70,00:00:28.40,add onion,add,2,onion,6
P01_87_4,P01_87,00:00:35.60,00:00:37.50,add onion,add,2,onion,6
P01_87_5,P01_87,00:00:39.50,00:00:41.60,add onion,add,2,onion,6
P01_87_6,P01_87,00:00:59.520,00:01:04.320,stir onion,stir,3,onion,6
P01_87_7,P01_87,00:01:06.520,00:01:10.560,stir onion,stir,3,onion,6
P01_87_8,P01_87,00:02:56.10,00:02:58.20,add onion:spring,add,2,onion:spring,49
P01_87_9,P01_87,00:03:47.440,00:04:10.960,stir onion:spring,stir,3,onion:spring,49
P01_87_10,P01_87,00:04:36.200,00:04:49.800,stir onion:spring,stir,3,onion:spring,49
P01_87_11,P01_87,00:04:51.200,00:04:59.040,stir onion:spring,stir,3,onion:spring,49
P01_87_12,P01_87,00:04:59.760,00:05:03.280,stir onion:spring,stir,3,onion:spring,49
P01_87_13,P01_87,00:05:11.200,00:05:19.360,stir onion:spring,stir,3,onion:spring,49
P01_87_14,P01_87,00:05:20.600,00:05:30.960,stir onion:spring,stir,3,onion:spring,49
P01_87_15,P01_87,00:05:51.400,00:06:02.880,stir onion:spring,stir,3,onion:spring,49
P01_87_16,P01_87,00:06:05.560,00:06:13.960,stir onion:spring,stir,3,onion:spring,49
P01_87_17,P01_87,00:07:35.960,00:07:37.000,stir onion:spring,stir,3,onion:spring,49
P01_87_18,P01_87,00:07:42.000,00:07:59.240,stir onion:spring,stir,3,onion:spring,49
P01_87_19,P01_87,00:09:39.600,00:09:47.000,stir onion:spring,stir,3,onion:spring,49
P01_87_20,P01_87,00:10:06.560,00:10:15.080,stir onion:spring,stir,3,onion:spring,49
P01_87_21,P01_87,00:11:06.640,00:11:09.560,stir onion:spring,stir,3,onion:spring,49
P01_87_22,P01_87,00:11:17.280,00:11:17.480,stir onion:spring,stir,3,onion:spring,49
P01_87_23,P01_87,00:11:18.00,00:11:21.90,add fish,add,2,fish,39
P01_87_24,P01_87,00:11:22.840,00:11:24.480,stir food,stir,3,food,7
P01_87_25,P01_87,00:11:26.000,00:11:32.400,stir food,stir,3,food,7
P01_87_26,P01_87,00:11:55.30,00:11:56.90,add salt,add,2,salt,13
P01_87_27,P01_87,00:11:57.40,00:11:58.30,add salt,add,2,salt,13
P01_87_28,P01_87,00:11:50.080,00:11:51.400,stir food,stir,3,food,7
P01_87_29,P01_87,00:12:04.200,00:12:06.840,stir food,stir,3,food,7
P01_87_30,P01_87,00:12:10.30,00:12:13.30,pour oil,pour,5,oil,9
P01_87_31,P01_87,00:12:18.440,00:12:29.680,stir food,stir,3,food,7
P01_87_32,P01_87,00:12:35.880,00:12:42.640,stir food,stir,3,food,7
P01_87_33,P01_87,00:13:14.640,00:13:28.160,stir food,stir,3,food,7
P01_87_34,P01_87,00:13:39.080,00:13:44.240,stir food,stir,3,food,7
P01_87_35,P01_87,00:13:47.600,00:13:51.720,stir food,stir,3,food,7
P01_87_36,P01_87,00:13:55.30,00:13:57.40,add salt,add,2,salt,13
P01_87_37,P01_87,00:14:11.320,00:14:18.800,stir food,stir,3,food,7
P01_87_38,P01_87,00:14:23.160,00:14:33.320,stir food,stir,3,food,7
P01_87_39,P01_87,00:15:16.920,00:15:19.960,stir food,stir,3,food,7
P01_87_40,P01_87,00:15:21.50,00:15:38.10,add tomato,add,2,tomato,28
P01_87_41,P01_87,00:15:49.00,00:15:56.50,add tomato,add,2,tomato,28
P01_87_42,P01_87,00:16:19.30,00:16:36.90,add tomato,add,2,tomato,28
P01_87_43,P01_87,00:15:21.50,00:15:38.10,cut tomato,cut,14,tomato,28
P01_87_44,P01_87,00:15:49.00,00:15:56.60,cut tomato,cut,14,tomato,28
P01_87_45,P01_87,00:16:19.30,00:16:36.90,cut tomato,cut,14,tomato,28
P01_87_46,P01_87,00:16:53.880,00:16:57.000,stir food,stir,3,food,7
P01_87_47,P01_87,00:17:05.680,00:17:15.600,stir food,stir,3,food,7
P01_87_48,P01_87,00:17:19.840,00:17:30.960,stir food,stir,3,food,7
P01_87_49,P01_87,00:18:10.10,00:18:32.00,add tomato,add,2,tomato,28
P01_87_50,P01_87,00:18:10.10,00:18:32.00,cut tomato,cut,14,tomato,28
P01_87_51,P01_87,00:19:14.000,00:19:17.040,stir food,stir,3,food,7
P01_87_52,P01_87,00:19:25.880,00:19:26.720,remove pan,remove,4,pan,10
P01_87_53,P01_87,00:19:28.480,00:19:29.800,put pan,put,6,pan,10
P01_87_54,P01_87,00:19:33.280,00:19:35.280,stir food,stir,3,food,7
P01_87_55,P01_87,00:19:45.040,00:19:51.520,clean counter,clean,15,counter,38
P01_87_56,P01_87,00:19:54.320,00:19:59.920,stir food,stir,3,food,7
P01_87_57,P01_87,00:20:01.440,00:20:10.600,stir food,stir,3,food,7
P01_87_58,P01_87,00:20:30.840,00:20:32.360,stir food,stir,3,food,7
P01_87_59,P01_87,00:20:37.480,00:20:44.880,stir food,stir,3,food,7
P01_87_60,P01_87,00:20:53.880,00:21:03.840,stir food,stir,3,food,7
P01_87_61,P01_87,00:21:22.120,00:21:40.760,stir food,stir,3,food,7
P01_87_62,P01_87,00:21:50.720,00:22:27.280,stir food,stir,3,food,7
P01_87_63,P01_87,00:22:28.480,00:22:37.520,stir food,stir,3,food,7
P01_87_64,P01_87,00:22:44.080,00:23:02.000,stir food,stir,3,food,7
P01_87_65,P01_87,00:23:07.040,00:23:15.760,stir food,stir,3,food,7
P01_87_66,P01_87,00:23:22.760,00:23:35.480,stir food,stir,3,food,7
P01_87_67,P01_87,00:23:46.280,00:23:59.760,stir food,stir,3,food,7
P01_87_68,P01_87,00:24:41.120,00:24:42.440,stir food,stir,3,food,7
P01_88_0,P01_88,00:00:06.80,00:00:45.20,cut garlic,cut,14,garlic,14
P01_88_1,P01_88,00:00:12.90,00:00:51.60,add garlic,add,2,garlic,14
P01_88_2,P01_88,00:01:03.90,00:01:07.30,add garlic,add,2,garlic,14
P01_88_3,P01_88,00:01:08.50,00:01:13.70,add onion,add,2,onion,6
P01_88_4,P01_88,00:01:14.00,00:01:22.70,stir food,stir,3,food,7
P01_88_5,P01_88,00:01:26.00,00:01:27.00,stir food,stir,3,food,7
P01_88_6,P01_88,00:01:28.10,00:01:29.00,add salt,add,2,salt,13
P01_88_7,P01_88,00:01:29.40,00:01:36.30,stir onion,stir,3,onion,6
P01_88_8,P01_88,00:01:40.10,00:01:45.30,stir onion,stir,3,onion,6
P01_88_9,P01_88,00:01:47.40,00:01:55.80,stir onion,stir,3,onion,6
P01_88_10,P01_88,00:02:01.10,00:02:09.90,stir onion,stir,3,onion,6
P01_88_11,P01_88,00:02:19.880,00:02:20.920,clean counter,clean,15,counter,38
P01_88_12,P01_88,00:02:47.90,00:02:51.70,stir onion,stir,3,onion,6
P01_88_13,P01_88,00:02:52.40,00:02:54.40,add potato,add,2,potato,29
P01_88_14,P01_88,00:02:54.30,00:02:55.80,stir potato,stir,3,potato,29
P01_88_15,P01_88,00:02:58.20,00:03:03.20,pour oil,pour,5,oil,9
P01_88_16,P01_88,00:03:11.50,00:03:21.30,stir potato,stir,3,potato,29
P01_88_17,P01_88,00:03:23.90,00:03:25.50,add salt,add,2,salt,13
P01_88_18,P01_88,00:03:28.50,00:03:29.90,add salt,add,2,salt,13
P01_88_19,P01_88,00:03:37.50,00:03:41.90,stir potato,stir,3,potato,29
P01_88_20,P01_88,00:03:46.20,00:03:55.20,stir potato,stir,3,potato,29
P01_88_21,P01_88,00:06:07.80,00:06:25.90,stir potato,stir,3,potato,29
P01_88_22,P01_88,00:06:40.10,00:06:53.30,stir potato,stir,3,potato,29
P01_88_23,P01_88,00:07:33.20,00:07:39.10,stir potato,stir,3,potato,29
P01_88_24,P01_88,00:07:45.70,00:07:50.80,stir potato,stir,3,potato,29
P01_88_25,P01_88,00:11:50.70,00:12:11.20,stir potato,stir,3,potato,29
P01_88_26,P01_88,00:12:51.40,00:12:55.60,stir potato,stir,3,potato,29
P01_88_27,P01_88,00:16:28.10,00:16:37.90,stir potato,stir,3,potato,29
P01_88_28,P01_88,00:18:38.20,00:18:46.40,stir potato,stir,3,potato,29
P01_88_29,P01_88,00:19:29.90,00:19:37.10,stir potato,stir,3,potato,29
P01_88_30,P01_88,00:19:48.20,00:19:58.00,stir potato,stir,3,potato,29
P01_88_31,P01_88,00:20:46.90,00:20:57.70,stir potato,stir,3,potato,29
P01_88_32,P01_88,00:22:45.80,00:22:47.80,stir potato,stir,3,potato,29
P01_88_33,P01_88,00:22:54.80,00:22:56.00,stir potato,stir,3,potato,29
P01_88_34,P01_88,00:23:27.90,00:23:30.20,add salt,add,2,salt,13
P01_88_35,P01_88,00:24:32.70,00:24:43.40,stir food,stir,3,food,7
P01_88_36,P01_88,00:24:57.70,00:24:58.70,add rice,add,2,rice,5
P01_88_37,P01_88,00:25:06.30,00:25:07.30,add rice,add,2,rice,5
P01_88_38,P01_88,00:25:08.50,00:25:12.00,stir rice,stir,3,rice,5
P01_88_39,P01_88,00:25:17.40,00:25:18.20,add rice,add,2,rice,5
P01_88_40,P01_88,00:25:24.10,00:25:38.360,stir rice,stir,3,rice,5
P01_88_41,P01_88,00:25:36.40,00:25:44.70,stir potato,stir,3,potato,29
P01_88_42,P01_88,00:25:47.00,00:25:52.10,stir potato,stir,3,potato,29
P01_88_43,P01_88,00:25:53.50,00:26:02.00,stir rice,stir,3,rice,5
